truth_base,truth_type,token,price_kind,blocked,image_share,blind text|type,blind text|base,blind text|source,blind text|kronor,blind text|ratio,text+prior|type,text+prior|base,text+prior|source,text+prior|kronor,text+prior|ratio,bild (familj)|type,bild (familj)|base,bild (familj)|source,bild (familj)|kronor,bild (familj)|ratio,text+prior+bild|type,text+prior+bild|base,text+prior+bild|source,text+prior+bild|kronor,text+prior+bild|ratio,gammal platt klassificerare|type,gammal platt klassificerare|kronor,gammal platt klassificerare|ratio
bord,matbord,lisabo,asking,1,1.0,,,,,,bord,bord,prior,25.0,0.9722222222222222,bord,bord,image,25.0,0.9722222222222222,bord,bord,prior,25.0,0.9722222222222222,matbord,0.0,1.0
bord,bord,utebord,asking,1,0.385,,,,,,,,,,,,,,,,,,,,,okänd,,
bord,matbord,120cm,asking,1,0.719,,,,,,sang,sang,prior,1400.0,0.5757575757575758,stol,stol,image,50.0,0.9848484848484849,sang,sang,prior,1400.0,0.5757575757575758,stol,50.0,0.9848484848484849
bord,bord,2st,asking,1,0.49,,,,,,,,,,,,,,,,,,,,,byrå,,
bord,soffbord,boconcept,asking,1,0.522,,,,,,,,,,,,,,,,,,,,,bord,490.0,1.245
bord,bord,bank,asking,1,0.772,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,matgrupp,75.0,0.9375
bord,bord,blombord,asking,1,0.899,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,bord,vackert,asking,1,1.0,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,matbord,serien,asking,1,1.0,,,,,,,,,,,bord,bord,image,5100.0,0.15,bord,bord,image,5100.0,0.15,bord,5100.0,0.15
bord,skrivbord,jysk,asking,1,1.0,,,,,,,,,,,bord,bord,image,50.0,0.9,bord,bord,image,50.0,0.9,bord,50.0,0.9
bord,bord,1800-talets,realized,1,0.974,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,matgrupp,mariedamm,asking,1,0.975,,,,,,,,,,,bord,bord,image,49.5,1.0380769230769231,bord,bord,image,49.5,1.0380769230769231,bord,49.5,1.0380769230769231
bord,skrivbord,hoj,asking,1,0.795,,,,,,bord,bord,prior,300.0,0.8125,stol,stol,image,1150.0,0.28125,bord,bord,prior,300.0,0.8125,stol,1150.0,0.28125
bord,bord,sminkbord,asking,1,0.806,,,,,,bord,bord,prior,0.0,1.0,bord,bord,image,0.0,1.0,bord,bord,prior,0.0,1.0,spegel,0.0,1.0
bord,bord,vidaxl,asking,1,0.458,,,,,,,,,,,,,,,,,,,,,okänd,,
bord,bord,superellipsbord,asking,1,1.0,,,,,,stol,stol,prior,,,bord,bord,image,0.0,1.0,stol,stol,prior,,,bord,0.0,1.0
bord,bord,loungemobler,asking,1,0.368,,,,,,,,,,,,,,,,,,,,,okänd,,
bord,sidobord,ljusbeige,asking,1,0.925,,,,,,,,,,,bord,bord,image,,,bord,bord,image,,,bord,,
bord,bord,bockbord,realized,1,0.974,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,bord,slagbord,realized,1,0.645,,,,,,,,,,,,,,,,,,,,,byrå,,
bord,soffbord,lovbacken,realized,1,0.95,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,skrivbord,plats,asking,1,0.804,,,,,,,,,,,bord,bord,image,1400.0,3.3333333333333335,bord,bord,image,1400.0,3.3333333333333335,bord,1400.0,3.3333333333333335
bord,bord,gammalt,asking,1,0.365,,,,,,,,,,,,,,,,,,,,,okänd,,
bord,bord,tradgardsbord,asking,1,1.0,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,matgrupp,utegrupp,asking,1,0.89,,,,,,,,,,,bord,bord,image,1582.0,4.793764988009593,bord,bord,image,1582.0,4.793764988009593,matgrupp,0.0,1.0
bord,skrivbord,bordsskarm,asking,1,0.402,,,,,,,,,,,,,,,,,,,,,sänggavel,,
bord,bord,tradgardsbord,asking,1,0.82,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,matgrupp,1960-tal,realized,1,0.899,,,,,,,,,,,bord,bord,image,1748.0,0.27166666666666667,bord,bord,image,1748.0,0.27166666666666667,matgrupp,0.0,1.0
bord,bord,utdragsskivor,asking,1,0.465,,,,,,bord,bord,prior,0.0,1.0,,,,,,bord,bord,prior,0.0,1.0,bord,0.0,1.0
bord,sidobord,rotting,asking,1,0.434,,,,,,,,,,,,,,,,,,,,,okänd,,
bord,bord,trakista,asking,1,0.907,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,byrå,,
bord,bord,1800-tal,realized,1,0.975,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,bord,hemnes,asking,1,0.613,,,,,,,,,,,,,,,,,,,,,byrå,,
bord,skrivbord,bekant,asking,1,0.946,,,,,,bord,bord,prior,350.0,0.7941176470588235,bord,bord,image,350.0,0.7941176470588235,bord,bord,prior,350.0,0.7941176470588235,bord,350.0,0.7941176470588235
bord,bord,barbord,asking,1,0.895,,,,,,,,,,,stol,stol,image,37.5,0.9423076923076923,stol,stol,image,37.5,0.9423076923076923,stol,37.5,0.9423076923076923
bord,matgrupp,trabord,asking,1,0.924,,,,,,,,,,,bord,bord,image,58.5,0.9297719087635054,bord,bord,image,58.5,0.9297719087635054,matgrupp,0.0,1.0
bord,matbord,hampton,asking,1,1.0,,,,,,,,,,,bord,bord,image,,,bord,bord,image,,,matbord,0.0,1.0
bord,soffbord,trabord,asking,1,0.852,,,,,,bord,bord,prior,99.5,1.1421428571428571,bord,bord,image,99.5,1.1421428571428571,bord,bord,prior,99.5,1.1421428571428571,bord,99.5,1.1421428571428571
bord,matgrupp,handgjort,asking,1,0.749,,,,,,,,,,,bord,bord,image,975.0,1.5064935064935066,bord,bord,image,975.0,1.5064935064935066,matgrupp,0.0,1.0
bord,matbord,designer,asking,1,0.974,,,,,,,,,,,bord,bord,image,1600.0,0.6444444444444445,bord,bord,image,1600.0,0.6444444444444445,matgrupp,500.0,0.8888888888888888
bord,bord,pro,asking,1,0.328,,,,,,bord,bord,prior,0.0,1.0,,,,,,bord,bord,prior,0.0,1.0,okänd,,
bord,soffbord,ovalt,asking,1,1.0,,,,,,bord,bord,prior,175.0,0.7666666666666667,bord,bord,image,175.0,0.7666666666666667,bord,bord,prior,175.0,0.7666666666666667,bord,175.0,0.7666666666666667
bord,bord,glasbord,asking,4,0.975,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,soffbord,hejnum,realized,1,1.0,,,,,,bord,bord,prior,,,bord,bord,image,,,bord,bord,prior,,,bord,,
bord,bord,bank,realized,1,0.974,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,bord,matta,asking,1,0.895,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,matgrupp,433.0,1.481111111111111
bord,soffbord,erik,asking,1,0.934,,,,,,,,,,,bord,bord,image,1000.0,1.625,bord,bord,image,1000.0,1.625,bord,1000.0,1.625
bord,bord,matrumsmobel,asking,1,1.0,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,matgrupp,,
bord,bord,underhylla,realized,1,0.975,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,bord,gamingbord,asking,1,1.0,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,soffbord,metallben,asking,1,0.975,,,,,,,,,,,soffa,soffa,image,1100.0,3.2,soffa,soffa,image,1100.0,3.2,soffa,1100.0,3.2
bord,matbord,nypris,asking,1,1.0,,,,,,,,,,,bord,bord,image,2254.0,0.3995737879595099,bord,bord,image,2254.0,0.3995737879595099,matbord,0.0,1.0
bord,skrivbord,svavande,asking,1,0.913,,,,,,,,,,,bord,bord,image,,,bord,bord,image,,,bord,,
bord,skrivbord,skrivbordsstol,asking,1,0.597,,,,,,,,,,,,,,,,,,,,,stol,100.0,1.25
bord,soffbord,table,realized,1,1.0,,,,,,,,,,,bord,bord,image,50.5,0.9809469911337484,bord,bord,image,50.5,0.9809469911337484,bord,50.5,0.9809469911337484
bord,sidobord,art,asking,1,0.92,,,,,,,,,,,bord,bord,image,800.0,0.5555555555555556,bord,bord,image,800.0,0.5555555555555556,bord,800.0,0.5555555555555556
bord,bord,nyrokoko,realized,1,1.0,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,bord,trebent,asking,1,0.976,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,soffbord,ferm,asking,1,0.972,,,,,,,,,,,bord,bord,image,6600.0,0.2235294117647059,bord,bord,image,6600.0,0.2235294117647059,bord,6600.0,0.2235294117647059
bord,matgrupp,rustikt,asking,1,0.974,,,,,,stol,stol,prior,,,bord,bord,image,1533.0,3.2983508245877062,stol,stol,prior,,,matgrupp,0.0,1.0
bord,sidobord,rottingbord,asking,1,0.736,,,,,,,,,,,stol,stol,image,,,stol,stol,image,,,stol,,
bord,bord,guldfargad,asking,1,0.686,,,,,,,,,,,,,,,,,,,,,okänd,,
bord,skrivbord,ooppnad,asking,1,0.683,,,,,,bord,bord,prior,105.0,1.075268817204301,,,,,,bord,bord,prior,105.0,1.075268817204301,stol,295.0,0.7885304659498208
bord,skrivbord,forvaring,asking,1,0.716,,,,,,,,,,,forvaring,forvaring,image,100.0,0.8571428571428571,forvaring,forvaring,image,100.0,0.8571428571428571,okänd,,
bord,matbord,3-i-1,asking,1,1.0,,,,,,,,,,,bord,bord,image,,,bord,bord,image,,,bord,,
bord,sidobord,antikt,asking,1,0.973,,,,,,,,,,,bord,bord,image,777.5,2.0761245674740483,bord,bord,image,777.5,2.0761245674740483,bord,777.5,2.0761245674740483
bord,matgrupp,sex,asking,1,0.973,,,,,,,,,,,bord,bord,image,1475.0,3.95,bord,bord,image,1475.0,3.95,matbord,1783.5,4.567
bord,skrivbord,bordsskiva,asking,1,0.537,,,,,,,,,,,,,,,,,,,,,bord,139.5,1.4407582938388626
bord,bord,gramalade,realized,1,0.541,,,,,,,,,,,,,,,,,,,,,byrå,,
bord,bord,unikt,asking,1,0.824,,,,,,bord,bord,prior,0.0,1.0,forvaring,forvaring,image,1500.0,1.6,bord,bord,prior,0.0,1.0,hylla,833.0,0.6668
bord,matbord,ilva,asking,1,0.572,,,,,,,,,,,,,,,,,,,,,hylla,2550.0,0.2153846153846154
bord,matbord,trastolar,asking,1,1.0,,,,,,,,,,,bord,bord,image,600.0,0.45454545454545453,bord,bord,image,600.0,0.45454545454545453,matgrupp,725.0,0.3409090909090909
bord,bord,malat,asking,1,0.974,,,,,,,,,,,stol,stol,image,,,stol,stol,image,,,stol,,
bord,matbord,mio,asking,1,0.951,,,,,,,,,,,bord,bord,image,1050.0,0.4,bord,bord,image,1050.0,0.4,matbord,0.0,1.0
bord,soffbord,asplund,asking,1,0.55,,,,,,,,,,,,,,,,,,,,,bord,4400.0,0.4823529411764706
bord,matbord,gediget,asking,1,1.0,,,,,,,,,,,bord,bord,image,87.5,1.0486111111111112,bord,bord,image,87.5,1.0486111111111112,matbord,0.0,1.0
bord,matbord,hay,asking,1,0.615,,,,,,,,,,,,,,,,,,,,,stol,2750.0,0.3125
bord,bord,extra,asking,1,1.0,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,bord,2st,asking,1,1.0,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,bord,dekorativt,asking,1,0.907,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,skrivbord,dpj,asking,1,0.526,,,,,,bord,bord,prior,600.0,1.3,,,,,,bord,bord,prior,600.0,1.3,okänd,,
bord,matgrupp,gustaviansk,asking,1,0.951,,,,,,,,,,,stol,stol,image,400.0,0.5555555555555556,stol,stol,image,400.0,0.5555555555555556,stol,400.0,0.5555555555555556
bord,skrivbord,hogt,asking,1,0.974,,,,,,,,,,,bord,bord,image,50.0,0.9230769230769231,bord,bord,image,50.0,0.9230769230769231,bord,50.0,0.9230769230769231
bord,bord,balkongbord,asking,1,0.893,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,bord,mitt,realized,1,1.0,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,bord,saljes,asking,1,0.948,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,byrå,,
bord,soffbord,imitation,asking,1,0.973,,,,,,,,,,,bord,bord,image,,,bord,bord,image,,,bord,,
bord,bord,elegant,asking,1,0.405,,,,,,,,,,,,,,,,,,,,,hylla,550.5,0.633
bord,bord,barbord,asking,1,0.949,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,skrivbord,mio,asking,1,0.974,,,,,,,,,,,bord,bord,image,50.0,1.0769230769230769,bord,bord,image,50.0,1.0769230769230769,bord,50.0,1.0769230769230769
bord,sidobord,bemalad,realized,1,0.685,,,,,,,,,,,,,,,,,,,,,okänd,,
bord,sidobord,antikt,asking,1,1.0,,,,,,,,,,,bord,bord,image,777.5,2.0761245674740483,bord,bord,image,777.5,2.0761245674740483,bord,777.5,2.0761245674740483
bord,soffbord,boconcept,asking,1,0.788,,,,,,,,,,,bord,bord,image,490.0,1.245,bord,bord,image,490.0,1.245,bord,490.0,1.245
bord,skrivbord,chiffonje,asking,1,0.801,,,,,,forvaring,forvaring,prior,500.0,1.7142857142857142,forvaring,forvaring,image,500.0,1.7142857142857142,forvaring,forvaring,prior,500.0,1.7142857142857142,okänd,,
bord,soffbord,tingstroms,realized,1,0.943,,,,,,,,,,,bord,bord,image,150.0,0.7857142857142857,bord,bord,image,150.0,0.7857142857142857,bord,150.0,0.7857142857142857
bord,soffbord,vittsjo,asking,1,0.827,,,,,,,,,,,soffa,soffa,image,50.0,1.2,soffa,soffa,image,50.0,1.2,soffa,50.0,1.2
bord,skrivbord,engelsk,realized,1,0.977,,,,,,,,,,,bord,bord,image,850.0,0.2916666666666667,bord,bord,image,850.0,0.2916666666666667,bord,850.0,0.2916666666666667
bord,matbord,superellips,asking,1,1.0,,,,,,stol,stol,prior,1000.0,0.8571428571428571,bord,bord,image,1000.0,0.8571428571428571,stol,stol,prior,1000.0,0.8571428571428571,matbord,0.0,1.0
bord,skrivbord,vittsjo,asking,1,0.835,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,matbord,sunday,asking,1,0.733,,,,,,,,,,,bord,bord,image,,,bord,bord,image,,,matbord,0.0,1.0
bord,sidobord,idanas,asking,1,0.626,,,,,,,,,,,,,,,,,,,,,byrå,,
bord,matgrupp,brafab,asking,1,0.971,,,,,,,,,,,bord,bord,image,983.0,1.7463933181473046,bord,bord,image,983.0,1.7463933181473046,matgrupp,0.0,1.0
bord,bord,art,asking,1,0.81,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,soffbord,stilrent,asking,1,0.973,,,,,,,,,,,bord,bord,image,200.0,0.7777777777777778,bord,bord,image,200.0,0.7777777777777778,bord,200.0,0.7777777777777778
bord,matgrupp,rowico,asking,1,0.975,,,,,,,,,,,stol,stol,image,1735.0,0.2874743326488706,stol,stol,image,1735.0,0.2874743326488706,stol,1735.0,0.2874743326488706
bord,soffbord,glasskiva,asking,1,0.665,,,,,,,,,,,,,,,,,,,,,soffa,506.0,1.6746666666666667
bord,matbord,kari,asking,1,1.0,,,,,,,,,,,bord,bord,image,,,bord,bord,image,,,bord,,
bord,matbord,asplund,asking,1,1.0,,,,,,,,,,,bord,bord,image,14000.0,0.2222222222222222,bord,bord,image,14000.0,0.2222222222222222,bord,14000.0,0.2222222222222222
bord,skrivbord,antikt,asking,1,0.832,,,,,,,,,,,bord,bord,image,300.0,0.8333333333333334,bord,bord,image,300.0,0.8333333333333334,bord,300.0,0.8333333333333334
bord,bord,slagbord,asking,1,1.0,,,,,,bord,bord,prior,0.0,1.0,bord,bord,image,0.0,1.0,bord,bord,prior,0.0,1.0,bord,0.0,1.0
bord,bord,slagbord,realized,1,0.975,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,skrivbord,manuellt,asking,1,0.901,,,,,,bord,bord,prior,,,bord,bord,image,,,bord,bord,prior,,,bord,,
bord,skrivbord,valvardat,asking,1,1.0,,,,,,,,,,,bord,bord,image,,,bord,bord,image,,,bord,,
bord,bord,klaffbord,asking,1,1.0,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,matbord,mio,asking,1,1.0,,,,,,,,,,,bord,bord,image,1050.0,0.4,bord,bord,image,1050.0,0.4,bord,1050.0,0.4
bord,bord,lador,asking,1,0.843,,,,,,forvaring,forvaring,prior,25.0,1.0357142857142858,sang,sang,image,800.0,2.142857142857143,forvaring,forvaring,prior,25.0,1.0357142857142858,säng,,
bord,skrivbord,bordsskiva,asking,1,1.0,,,,,,,,,,,bord,bord,image,173.5,1.5481832543443919,bord,bord,image,173.5,1.5481832543443919,bord,173.5,1.5481832543443919
bord,bord,grange,realized,1,1.0,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,soffbord,marmorbord,asking,1,1.0,,,,,,,,,,,bord,bord,image,500.0,1.3846153846153846,bord,bord,image,500.0,1.3846153846153846,bord,500.0,1.3846153846153846
bord,skrivbord,bordsskiva,asking,1,0.889,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,okänd,,
bord,bord,tonstad,asking,1,0.916,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,byrå,,
bord,soffbord,mio,asking,1,0.823,,,,,,,,,,,bord,bord,image,300.0,0.7,bord,bord,image,300.0,0.7,bord,300.0,0.7
bord,matbord,hay,asking,1,0.754,,,,,,,,,,,bord,bord,image,1500.0,0.625,bord,bord,image,1500.0,0.625,bord,1500.0,0.625
bord,bord,antikt,asking,1,0.887,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,sidobord,stabila,asking,1,1.0,,,,,,stol,stol,prior,,,bord,bord,image,,,stol,stol,prior,,,bord,,
bord,soffbord,samtida,realized,1,1.0,,,,,,,,,,,bord,bord,image,475.0,0.6122448979591837,bord,bord,image,475.0,0.6122448979591837,bord,475.0,0.6122448979591837
bord,sidobord,porslin,realized,1,0.65,,,,,,,,,,,,,,,,,,,,,byrå,,
bord,matbord,premium,asking,1,0.921,,,,,,,,,,,bord,bord,image,,,bord,bord,image,,,matgrupp,,
bord,sidobord,marmorskiva,asking,1,1.0,,,,,,,,,,,bord,bord,image,100.0,1.1111111111111112,bord,bord,image,100.0,1.1111111111111112,bord,100.0,1.1111111111111112
bord,bord,grillbord,asking,1,1.0,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,bord,utemobel,asking,1,0.657,,,,,,,,,,,,,,,,,,,,,stol,412.5,0.5285714285714286
bord,bord,1960-tal,asking,1,0.975,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,byrå,,
bord,soffbord,mio,asking,1,1.0,,,,,,,,,,,bord,bord,image,300.0,0.7,bord,bord,image,300.0,0.7,bord,300.0,0.7
bord,bord,vardagsrumsbord,asking,4,1.0,,,,,,bord,bord,prior,0.0,1.0,bord,bord,image,0.0,1.0,bord,bord,prior,0.0,1.0,bord,0.0,1.0
bord,soffbord,inredning,asking,1,0.948,,,,,,forvaring,forvaring,prior,3200.0,0.28888888888888886,sang,sang,image,3500.0,0.2222222222222222,forvaring,forvaring,prior,3200.0,0.28888888888888886,säng,,
bord,sidobord,ekmobler,realized,1,0.891,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,hylla,,
bord,bord,marmorbord,asking,4,1.0,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,soffbord,fjallbo,asking,1,0.93,,,,,,,,,,,bord,bord,image,50.0,1.1428571428571428,bord,bord,image,50.0,1.1428571428571428,bord,50.0,1.1428571428571428
bord,soffbord,lyxigt,asking,1,0.921,,,,,,,,,,,bord,bord,image,2000.0,0.3333333333333333,bord,bord,image,2000.0,0.3333333333333333,bord,2000.0,0.3333333333333333
bord,bord,halvmanebord,asking,1,1.0,,,,,,bord,bord,prior,0.0,1.0,bord,bord,image,0.0,1.0,bord,bord,prior,0.0,1.0,bord,0.0,1.0
bord,bord,linoleum,asking,1,0.487,,,,,,sang,sang,prior,,,,,,,,sang,sang,prior,,,del/tillbehör,,
bord,matbord,mobler,asking,1,0.911,,,,,,,,,,,bord,bord,image,700.0,0.631578947368421,bord,bord,image,700.0,0.631578947368421,bord,700.0,0.631578947368421
bord,bord,ellipsformat,asking,1,0.82,,,,,,bord,bord,prior,0.0,1.0,bord,bord,image,0.0,1.0,bord,bord,prior,0.0,1.0,matgrupp,,
bord,matbord,norden,asking,1,0.875,,,,,,bord,bord,prior,75.0,1.0810810810810811,bord,bord,image,75.0,1.0810810810810811,bord,bord,prior,75.0,1.0810810810810811,matbord,0.0,1.0
bord,skrivbord,hjul,asking,1,0.861,,,,,,,,,,,bord,bord,image,50.0,1.1111111111111112,bord,bord,image,50.0,1.1111111111111112,bord,50.0,1.1111111111111112
bord,matgrupp,gediget,asking,1,1.0,,,,,,,,,,,bord,bord,image,1175.0,2.46875,bord,bord,image,1175.0,2.46875,matgrupp,0.0,1.0
bord,bord,lisabo,asking,1,0.974,,,,,,bord,bord,prior,0.0,1.0,bord,bord,image,0.0,1.0,bord,bord,prior,0.0,1.0,matbord,0.0,1.0
bord,skrivbord,skrivbordsstol,realized,1,0.631,,,,,,,,,,,,,,,,,,,,,stol,302.5,0.6982543640897756
bord,bord,lisabo,asking,1,1.0,,,,,,bord,bord,prior,0.0,1.0,bord,bord,image,0.0,1.0,bord,bord,prior,0.0,1.0,bord,0.0,1.0
bord,matbord,ilaggsskiva,asking,1,1.0,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,bord,hopfallbart,asking,1,1.0,,,,,,bord,bord,prior,0.0,1.0,bord,bord,image,0.0,1.0,bord,bord,prior,0.0,1.0,bord,0.0,1.0
bord,matgrupp,spencer,asking,1,0.949,,,,,,,,,,,bord,bord,image,,,bord,bord,image,,,matgrupp,0.0,1.0
bord,skrivbord,skrivbordsstol,realized,1,0.821,,,,,,,,,,,stol,stol,image,269.5,0.7311720698254364,stol,stol,image,269.5,0.7311720698254364,stol,269.5,0.7311720698254364
bord,bord,rottingbord,asking,2,0.975,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,matbord,brge,realized,1,1.0,,,,,,,,,,,bord,bord,image,916.0,0.8612121212121212,bord,bord,image,916.0,0.8612121212121212,bord,916.0,0.8612121212121212
bord,bord,kuvertbord,realized,1,1.0,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,bord,satsbord,asking,2,0.569,,,,,,bord,bord,prior,0.0,1.0,,,,,,bord,bord,prior,0.0,1.0,bord,0.0,1.0
bord,soffbord,brafab,asking,1,1.0,,,,,,,,,,,bord,bord,image,1005.0,1.7204301075268817,bord,bord,image,1005.0,1.7204301075268817,bord,1005.0,1.7204301075268817
bord,matbord,rustikt,asking,1,1.0,,,,,,bord,bord,prior,1000.0,0.6666666666666666,bord,bord,image,1000.0,0.6666666666666666,bord,bord,prior,1000.0,0.6666666666666666,matgrupp,2333.0,0.22233333333333333
bord,bord,inbyggd,asking,1,0.884,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,bord,tv-bord,asking,1,0.823,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,okänd,,
bord,bord,ekbord,asking,1,1.0,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,matgrupp,1725.0,0.2247191011235955
bord,matbord,mio,asking,1,0.899,,,,,,,,,,,bord,bord,image,1050.0,0.4,bord,bord,image,1050.0,0.4,matgrupp,675.0,0.6142857142857143
bord,bord,utdragsskivor,realized,1,0.973,,,,,,bord,bord,prior,0.0,1.0,bord,bord,image,0.0,1.0,bord,bord,prior,0.0,1.0,matbord,1205.0,3.0083333333333333
bord,bord,faner,asking,1,1.0,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,matbord,725.0,1.935483870967742
bord,bord,hallmobel,asking,1,0.924,,,,,,,,,,,soffa,soffa,image,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,0.0,1.0
bord,bord,hay,asking,1,0.925,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,skrivbord,nyrenassans,realized,1,0.539,,,,,,,,,,,,,,,,,,,,,bord,450.0,0.5
bord,bord,loungegrupp,asking,2,0.823,,,,,,,,,,,stol,stol,image,1400.0,0.5172413793103449,stol,stol,image,1400.0,0.5172413793103449,fåtölj,,
bord,sidobord,renassansstil,realized,1,1.0,,,,,,,,,,,bord,bord,image,300.0,1.8571428571428572,bord,bord,image,300.0,1.8571428571428572,bord,300.0,1.8571428571428572
bord,matgrupp,mer,asking,1,0.95,,,,,,,,,,,bord,bord,image,,,bord,bord,image,,,matgrupp,0.0,1.0
bord,bord,slut,realized,1,0.947,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,byrå,,
bord,matgrupp,fyra,asking,2,0.922,,,,,,,,,,,bord,bord,image,525.0,2.235294117647059,bord,bord,image,525.0,2.235294117647059,matgrupp,0.0,1.0
bord,bord,vackert,asking,1,0.621,,,,,,,,,,,,,,,,,,,,,okänd,,
bord,bord,ute,asking,1,1.0,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
bord,matbord,utdragbart,asking,1,0.975,,,,,,bord,bord,prior,75.0,0.9302325581395349,bord,bord,image,75.0,0.9302325581395349,bord,bord,prior,75.0,0.9302325581395349,bord,75.0,0.9302325581395349
bord,skrivbord,gamingbord,asking,1,1.0,,,,,,,,,,,bord,bord,image,72.5,0.9254498714652957,bord,bord,image,72.5,0.9254498714652957,bord,72.5,0.9254498714652957
bord,skrivbord,jysk,asking,1,0.504,,,,,,,,,,,,,,,,,,,,,del/tillbehör,,
bord,bord,1800-talets,realized,1,0.59,,,,,,,,,,,,,,,,,,,,,bord,0.0,1.0
bord,matbord,hans,asking,1,1.0,,,,,,,,,,,bord,bord,image,4300.0,0.362962962962963,bord,bord,image,4300.0,0.362962962962963,matbord,0.0,1.0
